,pdbID,interface_id,ligands,fda_approved,num_interfaces,num_ligands,fda,interface_str,ligand_str
10240,3UPY,['3UPY_A_B'],['FOM'],[0.0],1,1,No,3UPY_A_B,FOM
10241,3UQ6,['3UQ6_A_B'],['ADN'],[1.0],1,1,Yes,3UQ6_A_B,ADN
10242,3UQ9,['3UQ9_A_B'],['TBN'],[0.0],1,1,No,3UQ9_A_B,TBN
10243,3UQD,"['3UQD_A_C', '3UQD_B_D']","['FBP', 'FBP']","[1.0, 1.0]",2,2,Yes,"3UQD_A_C, 3UQD_B_D","FBP, FBP"
10244,3UQN,"['3UQN_A_B', '3UQN_A_B']","['OXM', 'GOL']","[1.0, 1.0]",2,2,Yes,"3UQN_A_B, 3UQN_A_B","OXM, GOL"
10245,3UQY,['3UQY_L_S'],['GOL'],[1.0],1,1,Yes,3UQY_L_S,GOL
10246,3UR2,['3UR2_A_B'],['EDO'],[1.0],1,1,Yes,3UR2_A_B,EDO
10247,3URR,['3URR_A_B'],['GOL'],[1.0],1,1,Yes,3URR_A_B,GOL
10248,3USB,"['3USB_A_B', '3USB_A_B']","['GOL', 'IMP']","[1.0, 1.0]",2,2,Yes,"3USB_A_B, 3USB_A_B","GOL, IMP"
10249,3USC,"['3USC_L_S', '3USC_M_S', '3USC_S_T']","['LI', 'LI', 'LI']","[0.0, 0.0, 0.0]",3,3,No,"3USC_L_S, 3USC_M_S, 3USC_S_T","LI, LI, LI"
10250,3USD,['3USD_A_B'],['NAG'],[1.0],1,1,Yes,3USD_A_B,NAG
10251,3USE,"['3USE_L_S', '3USE_L_S']","['GOL', 'LI']","[1.0, 0.0]",2,2,Yes,"3USE_L_S, 3USE_L_S","GOL, LI"
10252,3USU,"['3USU_A_B', '3USU_A_B', '3USU_A_B', '3USU_A_D', '3USU_A_D', '3USU_A_D', '3USU_C_D', '3USU_C_D', '3USU_C_D', '3USU_E_F', '3USU_E_F', '3USU_E_F', '3USU_E_H', '3USU_E_H', '3USU_E_H', '3USU_G_H', '3USU_G_H', '3USU_G_H']","['NAG', 'GOL', 'ABU', 'NAG', 'GOL', 'ABU', 'NAG', 'GOL', 'ABU', 'NAG', 'GOL', 'ABU', 'NAG', 'GOL', 'ABU', 'NAG', 'GOL', 'ABU']","[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0]",18,18,Yes,"3USU_A_B, 3USU_A_B, 3USU_A_B, 3USU_A_D, 3USU_A_D, 3USU_A_D, 3USU_C_D, 3USU_C_D, 3USU_C_D, 3USU_E_F, 3USU_E_F, 3USU_E_F, 3USU_E_H, 3USU_E_H, 3USU_E_H, 3USU_G_H, 3USU_G_H, 3USU_G_H","NAG, GOL, ABU, NAG, GOL, ABU, NAG, GOL, ABU, NAG, GOL, ABU, NAG, GOL, ABU, NAG, GOL, ABU"
10253,3USX,"['3USX_A_B', '3USX_A_B', '3USX_C_D', '3USX_C_D']","['GOL', 'MYR', 'GOL', 'MYR']","[1.0, 1.0, 1.0, 1.0]",4,4,Yes,"3USX_A_B, 3USX_A_B, 3USX_C_D, 3USX_C_D","GOL, MYR, GOL, MYR"
10254,3UT5,"['3UT5_A_B', '3UT5_A_B']","['GTP', 'LOC']","[1.0, 1.0]",2,2,Yes,"3UT5_A_B, 3UT5_A_B","GTP, LOC"
10255,3UT6,['3UT6_A_C'],['FMC'],[0.0],1,1,No,3UT6_A_C,FMC
10256,3UTP,"['3UTP_D_K', '3UTP_K_L']","['GOL', 'GOL']","[1.0, 1.0]",2,2,Yes,"3UTP_D_K, 3UTP_K_L","GOL, GOL"
10257,3UTS,"['3UTS_F_H', '3UTS_F_J', '3UTS_I_J']","['GOL', 'GOL', 'GOL']","[1.0, 1.0, 1.0]",3,3,Yes,"3UTS_F_H, 3UTS_F_J, 3UTS_I_J","GOL, GOL, GOL"
10258,3UU7,['3UU7_A_B'],['2OH'],[0.0],1,1,No,3UU7_A_B,2OH
10259,3UUD,"['3UUD_A_B', '3UUD_A_B', '3UUD_A_B']","['GOL', 'EST', 'EDO']","[1.0, 1.0, 1.0]",3,3,Yes,"3UUD_A_B, 3UUD_A_B, 3UUD_A_B","GOL, EST, EDO"
10260,3UUS,"['3UUS_A_B', '3UUS_A_F']","['DTP', 'DTP']","[0.0, 0.0]",2,2,No,"3UUS_A_B, 3UUS_A_F","DTP, DTP"
10261,3UUW,"['3UUW_A_C', '3UUW_A_C']","['GOL', 'PGE']","[1.0, 1.0]",2,2,Yes,"3UUW_A_C, 3UUW_A_C","GOL, PGE"
10262,3UUZ,['3UUZ_A_B'],['GOL'],[1.0],1,1,Yes,3UUZ_A_B,GOL
10263,3UV4,"['3UV4_A_B', '3UV4_A_B']","['GOL', 'EDO']","[1.0, 1.0]",2,2,Yes,"3UV4_A_B, 3UV4_A_B","GOL, EDO"
10264,3UVC,['3UVC_A_B'],['EDO'],[1.0],1,1,Yes,3UVC_A_B,EDO
10265,3UVE,"['3UVE_A_B', '3UVE_A_D']","['EDO', 'EDO']","[1.0, 1.0]",2,2,Yes,"3UVE_A_B, 3UVE_A_D","EDO, EDO"
10266,3UVJ,"['3UVJ_A_B', '3UVJ_A_B', '3UVJ_A_D', '3UVJ_A_D', '3UVJ_C_D', '3UVJ_C_D']","['GOL', 'EDO', 'GOL', 'EDO', 'GOL', 'EDO']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",6,6,Yes,"3UVJ_A_B, 3UVJ_A_B, 3UVJ_A_D, 3UVJ_A_D, 3UVJ_C_D, 3UVJ_C_D","GOL, EDO, GOL, EDO, GOL, EDO"
10267,3UVV,"['3UVV_A_B', '3UVV_A_B']","['9CR', 'T3']","[1.0, 1.0]",2,2,Yes,"3UVV_A_B, 3UVV_A_B","9CR, T3"
10268,3UVW,['3UVW_A_B'],['EDO'],[1.0],1,1,Yes,3UVW_A_B,EDO
10269,3UVX,"['3UVX_A_B', '3UVX_A_B']","['FMT', 'EDO']","[1.0, 1.0]",2,2,Yes,"3UVX_A_B, 3UVX_A_B","FMT, EDO"
10270,3UWL,"['3UWL_A_B', '3UWL_B_D', '3UWL_C_D']","['EDO', 'EDO', 'EDO']","[1.0, 1.0, 1.0]",3,3,Yes,"3UWL_A_B, 3UWL_B_D, 3UWL_C_D","EDO, EDO, EDO"
10271,3UWQ,"['3UWQ_A_B', '3UWQ_A_B']","['U5P', 'PGE']","[1.0, 1.0]",2,2,Yes,"3UWQ_A_B, 3UWQ_A_B","U5P, PGE"
10272,3UWS,"['3UWS_A_B', '3UWS_C_D']","['EDO', 'EDO']","[1.0, 1.0]",2,2,Yes,"3UWS_A_B, 3UWS_C_D","EDO, EDO"
10273,3UWU,"['3UWU_A_B', '3UWU_A_B']","['CIT', 'G3P']","[1.0, 1.0]",2,2,Yes,"3UWU_A_B, 3UWU_A_B","CIT, G3P"
10274,3UWW,"['3UWW_A_B', '3UWW_A_B']","['DTT', '3PG']","[1.0, 1.0]",2,2,Yes,"3UWW_A_B, 3UWW_A_B","DTT, 3PG"
10275,3UWZ,['3UWZ_A_B'],['G2H'],[0.0],1,1,No,3UWZ_A_B,G2H
10276,3UX0,"['3UX0_A_P', '3UX0_A_P', '3UX0_A_P']","['SEP', 'GOL', '0DV']","[1.0, 1.0, 0.0]",3,3,Yes,"3UX0_A_P, 3UX0_A_P, 3UX0_A_P","SEP, GOL, 0DV"
10277,3UXE,['3UXE_A_B'],['GOL'],[1.0],1,1,Yes,3UXE_A_B,GOL
10278,3UXJ,"['3UXJ_A_B', '3UXJ_A_B', '3UXJ_A_C', '3UXJ_A_C', '3UXJ_B_C', '3UXJ_B_C', '3UXJ_B_D', '3UXJ_B_D', '3UXJ_C_D', '3UXJ_C_D']","['PRF', 'EDO', 'PRF', 'EDO', 'PRF', 'EDO', 'PRF', 'EDO', 'PRF', 'EDO']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",10,10,Yes,"3UXJ_A_B, 3UXJ_A_B, 3UXJ_A_C, 3UXJ_A_C, 3UXJ_B_C, 3UXJ_B_C, 3UXJ_B_D, 3UXJ_B_D, 3UXJ_C_D, 3UXJ_C_D","PRF, EDO, PRF, EDO, PRF, EDO, PRF, EDO, PRF, EDO"
10279,3UXK,['3UXK_A_C'],['BHO'],[0.0],1,1,No,3UXK_A_C,BHO
10280,3UXV,"['3UXV_A_B', '3UXV_A_B', '3UXV_A_B', '3UXV_A_C', '3UXV_A_C', '3UXV_A_C', '3UXV_B_C', '3UXV_B_C', '3UXV_B_C', '3UXV_B_D', '3UXV_B_D', '3UXV_B_D', '3UXV_C_D', '3UXV_C_D', '3UXV_C_D']","['GUN', 'GOL', 'EDO', 'GUN', 'GOL', 'EDO', 'GUN', 'GOL', 'EDO', 'GUN', 'GOL', 'EDO', 'GUN', 'GOL', 'EDO']","[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0]",15,15,Yes,"3UXV_A_B, 3UXV_A_B, 3UXV_A_B, 3UXV_A_C, 3UXV_A_C, 3UXV_A_C, 3UXV_B_C, 3UXV_B_C, 3UXV_B_C, 3UXV_B_D, 3UXV_B_D, 3UXV_B_D, 3UXV_C_D, 3UXV_C_D, 3UXV_C_D","GUN, GOL, EDO, GUN, GOL, EDO, GUN, GOL, EDO, GUN, GOL, EDO, GUN, GOL, EDO"
10281,3UY6,['3UY6_A_B'],['GOL'],[1.0],1,1,Yes,3UY6_A_B,GOL
10282,3UYL,['3UYL_A_B'],['TYD'],[1.0],1,1,Yes,3UYL_A_B,TYD
10283,3UYP,['3UYP_A_B'],['GOL'],[1.0],1,1,Yes,3UYP_A_B,GOL
10284,3UYR,['3UYR_H_L'],['EDO'],[1.0],1,1,Yes,3UYR_H_L,EDO
10285,3UYU,['3UYU_A_B'],['GOL'],[1.0],1,1,Yes,3UYU_A_B,GOL
10286,3UYW,['3UYW_A_D'],['TAU'],[1.0],1,1,Yes,3UYW_A_D,TAU
10287,3UZB,['3UZB_A_B'],['COI'],[0.0],1,1,No,3UZB_A_B,COI
10288,3UZE,"['3UZE_A_B', '3UZE_A_B', '3UZE_A_C', '3UZE_A_C']","['GOL', 'EDO', 'GOL', 'EDO']","[1.0, 1.0, 1.0, 1.0]",4,4,Yes,"3UZE_A_B, 3UZE_A_B, 3UZE_A_C, 3UZE_A_C","GOL, EDO, GOL, EDO"
10289,3UZQ,"['3UZQ_A_B', '3UZQ_A_B', '3UZQ_A_B']","['MES', 'GOL', 'EDO']","[1.0, 1.0, 1.0]",3,3,Yes,"3UZQ_A_B, 3UZQ_A_B, 3UZQ_A_B","MES, GOL, EDO"
10290,3UZV,['3UZV_A_B'],['EOH'],[1.0],1,1,Yes,3UZV_A_B,EOH
10291,3UZZ,"['3UZZ_A_B', '3UZZ_A_B']","['TES', 'ASD']","[1.0, 0.0]",2,2,Yes,"3UZZ_A_B, 3UZZ_A_B","TES, ASD"
10292,3V0N,['3V0N_A_B'],['GOL'],[1.0],1,1,Yes,3V0N_A_B,GOL
10293,3V0Q,"['3V0Q_A_B', '3V0Q_A_B']","['GOL', 'UDP']","[1.0, 1.0]",2,2,Yes,"3V0Q_A_B, 3V0Q_A_B","GOL, UDP"
10294,3V0W,['3V0W_H_L'],['GLA'],[0.0],1,1,No,3V0W_H_L,GLA
10295,3V11,['3V11_A_C'],['GNP'],[1.0],1,1,Yes,3V11_A_C,GNP
10296,3V17,['3V17_A_D'],['AKG'],[1.0],1,1,Yes,3V17_A_D,AKG
10297,3V19,"['3V19_B_D', '3V19_C_D']","['IPH', 'IPH']","[1.0, 1.0]",2,2,Yes,"3V19_B_D, 3V19_C_D","IPH, IPH"
10298,3V1B,['3V1B_A_B'],['GOL'],[1.0],1,1,Yes,3V1B_A_B,GOL
10299,3V1C,['3V1C_A_B'],['TLA'],[1.0],1,1,Yes,3V1C_A_B,TLA
10300,3V1F,['3V1F_A_B'],['EDO'],[1.0],1,1,Yes,3V1F_A_B,EDO
10301,3V1G,"['3V1G_B_D', '3V1G_C_D']","['IPH', 'IPH']","[1.0, 1.0]",2,2,Yes,"3V1G_B_D, 3V1G_C_D","IPH, IPH"
10302,3V1P,['3V1P_A_B'],['BMP'],[1.0],1,1,Yes,3V1P_A_B,BMP
10303,3V2N,"['3V2N_A_B', '3V2N_A_E', '3V2N_B_C', '3V2N_C_D', '3V2N_D_E']","['MYR', 'MYR', 'MYR', 'MYR', 'MYR']","[1.0, 1.0, 1.0, 1.0, 1.0]",5,5,Yes,"3V2N_A_B, 3V2N_A_E, 3V2N_B_C, 3V2N_C_D, 3V2N_D_E","MYR, MYR, MYR, MYR, MYR"
10304,3V2P,"['3V2P_A_B', '3V2P_A_E', '3V2P_B_C', '3V2P_C_D', '3V2P_D_E']","['STE', 'STE', 'STE', 'STE', 'STE']","[1.0, 1.0, 1.0, 1.0, 1.0]",5,5,Yes,"3V2P_A_B, 3V2P_A_E, 3V2P_B_C, 3V2P_C_D, 3V2P_D_E","STE, STE, STE, STE, STE"
10305,3V2Q,"['3V2Q_A_B', '3V2Q_A_E', '3V2Q_B_C', '3V2Q_C_D', '3V2Q_D_E']","['PLM', 'PLM', 'PLM', 'PLM', 'PLM']","[1.0, 1.0, 1.0, 1.0, 1.0]",5,5,Yes,"3V2Q_A_B, 3V2Q_A_E, 3V2Q_B_C, 3V2Q_C_D, 3V2Q_D_E","PLM, PLM, PLM, PLM, PLM"
10306,3V2R,"['3V2R_A_B', '3V2R_A_E', '3V2R_B_C', '3V2R_C_D', '3V2R_D_E']","['OLA', 'OLA', 'OLA', 'OLA', 'OLA']","[1.0, 1.0, 1.0, 1.0, 1.0]",5,5,Yes,"3V2R_A_B, 3V2R_A_E, 3V2R_B_C, 3V2R_C_D, 3V2R_D_E","OLA, OLA, OLA, OLA, OLA"
10307,3V2U,"['3V2U_A_B', '3V2U_A_B', '3V2U_A_D', '3V2U_A_D', '3V2U_C_D', '3V2U_C_D']","['GOL', 'GLA', 'GOL', 'GLA', 'GOL', 'GLA']","[1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",6,6,Yes,"3V2U_A_B, 3V2U_A_B, 3V2U_A_D, 3V2U_A_D, 3V2U_C_D, 3V2U_C_D","GOL, GLA, GOL, GLA, GOL, GLA"
10308,3V3X,['3V3X_B_D'],['GOL'],[1.0],1,1,Yes,3V3X_B_D,GOL
10309,3V3Y,"['3V3Y_H_L', '3V3Y_H_L', '3V3Y_H_M', '3V3Y_H_M', '3V3Y_L_M', '3V3Y_L_M']","['LDA', 'DIO', 'LDA', 'DIO', 'LDA', 'DIO']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",6,6,Yes,"3V3Y_H_L, 3V3Y_H_L, 3V3Y_H_M, 3V3Y_H_M, 3V3Y_L_M, 3V3Y_L_M","LDA, DIO, LDA, DIO, LDA, DIO"
10310,3V3Z,"['3V3Z_H_M', '3V3Z_H_M', '3V3Z_L_M', '3V3Z_L_M']","['LDA', 'DIO', 'LDA', 'DIO']","[1.0, 1.0, 1.0, 1.0]",4,4,Yes,"3V3Z_H_M, 3V3Z_H_M, 3V3Z_L_M, 3V3Z_L_M","LDA, DIO, LDA, DIO"
10311,3V47,['3V47_A_B'],['NAG'],[1.0],1,1,Yes,3V47_A_B,NAG
10312,3V48,['3V48_A_B'],['GOL'],[1.0],1,1,Yes,3V48_A_B,GOL
10313,3V4E,['3V4E_A_B'],['PGE'],[1.0],1,1,Yes,3V4E_A_B,PGE
10314,3V4I,['3V4I_A_B'],['AZT'],[0.0],1,1,No,3V4I_A_B,AZT
10315,3V4P,['3V4P_A_C'],['NAG'],[1.0],1,1,Yes,3V4P_A_C,NAG
10316,3V4T,"['3V4T_A_B', '3V4T_A_D', '3V4T_B_C']","['EDO', 'EDO', 'EDO']","[1.0, 1.0, 1.0]",3,3,Yes,"3V4T_A_B, 3V4T_A_D, 3V4T_B_C","EDO, EDO, EDO"
10317,3V4V,['3V4V_A_C'],['NAG'],[1.0],1,1,Yes,3V4V_A_C,NAG
10318,3V4Y,"['3V4Y_A_B', '3V4Y_A_C']","['GOL', 'GOL']","[1.0, 1.0]",2,2,Yes,"3V4Y_A_B, 3V4Y_A_C","GOL, GOL"
10319,3V52,['3V52_H_L'],['EDO'],[1.0],1,1,Yes,3V52_H_L,EDO
10320,3V5A,"['3V5A_A_B', '3V5A_A_B', '3V5A_A_B']","['NAG', 'GOL', 'ABU']","[1.0, 1.0, 0.0]",3,3,Yes,"3V5A_A_B, 3V5A_A_B, 3V5A_A_B","NAG, GOL, ABU"
10321,3V5H,"['3V5H_D_E', '3V5H_D_F']","['GOL', 'GOL']","[1.0, 1.0]",2,2,Yes,"3V5H_D_E, 3V5H_D_F","GOL, GOL"
10322,3V5K,"['3V5K_D_E', '3V5K_D_F']","['GOL', 'GOL']","[1.0, 1.0]",2,2,Yes,"3V5K_D_E, 3V5K_D_F","GOL, GOL"
10323,3V5V,"['3V5V_A_B', '3V5V_A_B', '3V5V_A_C', '3V5V_A_C']","['PGE', 'EDO', 'PGE', 'EDO']","[1.0, 1.0, 1.0, 1.0]",4,4,Yes,"3V5V_A_B, 3V5V_A_B, 3V5V_A_C, 3V5V_A_C","PGE, EDO, PGE, EDO"
10324,3V62,['3V62_B_C'],['NEQ'],[0.0],1,1,No,3V62_B_C,NEQ
10325,3V6C,['3V6C_A_B'],['GOL'],[1.0],1,1,Yes,3V6C_A_B,GOL
10326,3V6E,['3V6E_A_B'],['GOL'],[1.0],1,1,Yes,3V6E_A_B,GOL
10327,3V6O,"['3V6O_A_B', '3V6O_A_B', '3V6O_B_D', '3V6O_B_D', '3V6O_B_F', '3V6O_B_F', '3V6O_D_F', '3V6O_D_F']","['NAG', 'EDO', 'NAG', 'EDO', 'NAG', 'EDO', 'NAG', 'EDO']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",8,8,Yes,"3V6O_A_B, 3V6O_A_B, 3V6O_B_D, 3V6O_B_D, 3V6O_B_F, 3V6O_B_F, 3V6O_D_F, 3V6O_D_F","NAG, EDO, NAG, EDO, NAG, EDO, NAG, EDO"
10328,3V77,"['3V77_A_B', '3V77_A_D']","['TAR', 'TAR']","[1.0, 1.0]",2,2,Yes,"3V77_A_B, 3V77_A_D","TAR, TAR"
10329,3V78,['3V78_A_B'],['ET'],[1.0],1,1,Yes,3V78_A_B,ET
10330,3V7D,['3V7D_B_E'],['SEP'],[1.0],1,1,Yes,3V7D_B_E,SEP
10331,3V7O,['3V7O_A_B'],['EDO'],[1.0],1,1,Yes,3V7O_A_B,EDO
10332,3V7Q,['3V7Q_B_C'],['CIT'],[1.0],1,1,Yes,3V7Q_B_C,CIT
10333,3V81,['3V81_A_B'],['NVP'],[1.0],1,1,Yes,3V81_A_B,NVP
10334,3V8H,"['3V8H_A_D', '3V8H_A_D', '3V8H_B_C', '3V8H_B_C']","['CIT', 'EDO', 'CIT', 'EDO']","[1.0, 1.0, 1.0, 1.0]",4,4,Yes,"3V8H_A_D, 3V8H_A_D, 3V8H_B_C, 3V8H_B_C","CIT, EDO, CIT, EDO"
10335,3V8X,"['3V8X_A_B', '3V8X_A_B']","['NAG', 'SIA']","[1.0, 1.0]",2,2,Yes,"3V8X_A_B, 3V8X_A_B","NAG, SIA"
10336,3V97,['3V97_A_B'],['GOL'],[1.0],1,1,Yes,3V97_A_B,GOL
10337,3V9M,['3V9M_A_B'],['EDO'],[1.0],1,1,Yes,3V9M_A_B,EDO
10338,3V9P,['3V9P_A_B'],['GOL'],[1.0],1,1,Yes,3V9P_A_B,GOL
10339,3VAA,"['3VAA_A_B', '3VAA_A_B', '3VAA_B_C', '3VAA_B_C']","['GOL', 'BME', 'GOL', 'BME']","[1.0, 1.0, 1.0, 1.0]",4,4,Yes,"3VAA_A_B, 3VAA_A_B, 3VAA_B_C, 3VAA_B_C","GOL, BME, GOL, BME"
10340,3VAB,['3VAB_A_B'],['EDO'],[1.0],1,1,Yes,3VAB_A_B,EDO
10341,3VAF,"['3VAF_A_B', '3VAF_A_B']","['DIO', 'GOL']","[1.0, 1.0]",2,2,Yes,"3VAF_A_B, 3VAF_A_B","DIO, GOL"
10342,3VAG,"['3VAG_A_B', '3VAG_A_B']","['DIO', 'GOL']","[1.0, 1.0]",2,2,Yes,"3VAG_A_B, 3VAG_A_B","DIO, GOL"
10343,3VAH,"['3VAH_A_B', '3VAH_A_B']","['DIO', 'GOL']","[1.0, 1.0]",2,2,Yes,"3VAH_A_B, 3VAH_A_B","DIO, GOL"
10344,3VAI,"['3VAI_A_B', '3VAI_A_B']","['DIO', 'GOL']","[1.0, 1.0]",2,2,Yes,"3VAI_A_B, 3VAI_A_B","DIO, GOL"
10345,3VAJ,"['3VAJ_A_B', '3VAJ_A_B']","['DIO', 'GOL']","[1.0, 1.0]",2,2,Yes,"3VAJ_A_B, 3VAJ_A_B","DIO, GOL"
10346,3VAK,"['3VAK_A_B', '3VAK_A_B']","['DIO', 'GOL']","[1.0, 1.0]",2,2,Yes,"3VAK_A_B, 3VAK_A_B","DIO, GOL"
10347,3VAL,['3VAL_A_I'],['DIO'],[1.0],1,1,Yes,3VAL_A_I,DIO
10348,3VAM,"['3VAM_A_B', '3VAM_A_B']","['DIO', 'GOL']","[1.0, 1.0]",2,2,Yes,"3VAM_A_B, 3VAM_A_B","DIO, GOL"
10349,3VAQ,['3VAQ_A_B'],['ADN'],[1.0],1,1,Yes,3VAQ_A_B,ADN
10350,3VAS,['3VAS_A_B'],['ADN'],[1.0],1,1,Yes,3VAS_A_B,ADN
10351,3VAV,"['3VAV_A_B', '3VAV_A_F', '3VAV_B_G', '3VAV_C_D', '3VAV_C_H', '3VAV_D_I', '3VAV_E_J', '3VAV_F_J', '3VAV_G_H', '3VAV_H_I']","['EDO', 'EDO', 'EDO', 'EDO', 'EDO', 'EDO', 'EDO', 'EDO', 'EDO', 'EDO']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",10,10,Yes,"3VAV_A_B, 3VAV_A_F, 3VAV_B_G, 3VAV_C_D, 3VAV_C_H, 3VAV_D_I, 3VAV_E_J, 3VAV_F_J, 3VAV_G_H, 3VAV_H_I","EDO, EDO, EDO, EDO, EDO, EDO, EDO, EDO, EDO, EDO"
10352,3VB3,['3VB3_A_B'],['EDO'],[1.0],1,1,Yes,3VB3_A_B,EDO
10353,3VB4,"['3VB4_A_B', '3VB4_A_B']","['GOL', 'EDO']","[1.0, 1.0]",2,2,Yes,"3VB4_A_B, 3VB4_A_B","GOL, EDO"
10354,3VBG,"['3VBG_A_B', '3VBG_A_D']","['03M', '03M']","[0.0, 0.0]",2,2,No,"3VBG_A_B, 3VBG_A_D","03M, 03M"
10355,3VBJ,"['3VBJ_A_C', '3VBJ_A_E']","['TYD', 'TYD']","[1.0, 1.0]",2,2,Yes,"3VBJ_A_C, 3VBJ_A_E","TYD, TYD"
10356,3VBM,"['3VBM_A_C', '3VBM_A_E']","['TYD', 'TYD']","[1.0, 1.0]",2,2,Yes,"3VBM_A_C, 3VBM_A_E","TYD, TYD"
10357,3VBN,"['3VBN_A_C', '3VBN_A_E', '3VBN_C_E']","['TYD', 'TYD', 'TYD']","[1.0, 1.0, 1.0]",3,3,Yes,"3VBN_A_C, 3VBN_A_E, 3VBN_C_E","TYD, TYD, TYD"
10358,3VBP,"['3VBP_A_C', '3VBP_A_E']","['TYD', 'TYD']","[1.0, 1.0]",2,2,Yes,"3VBP_A_C, 3VBP_A_E","TYD, TYD"
10359,3VC1,"['3VC1_A_D', '3VC1_A_E', '3VC1_B_E', '3VC1_B_F', '3VC1_C_F', '3VC1_E_H', '3VC1_H_J', '3VC1_H_K']","['GOL', 'GOL', 'GOL', 'GOL', 'GOL', 'GOL', 'GOL', 'GOL']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",8,8,Yes,"3VC1_A_D, 3VC1_A_E, 3VC1_B_E, 3VC1_B_F, 3VC1_C_F, 3VC1_E_H, 3VC1_H_J, 3VC1_H_K","GOL, GOL, GOL, GOL, GOL, GOL, GOL, GOL"
10360,3VC2,['3VC2_A_E'],['GPP'],[1.0],1,1,Yes,3VC2_A_E,GPP
10361,3VC7,['3VC7_A_B'],['GOL'],[1.0],1,1,Yes,3VC7_A_B,GOL
10362,3VCL,"['3VCL_A_B', '3VCL_A_C']","['GOL', 'GOL']","[1.0, 1.0]",2,2,Yes,"3VCL_A_B, 3VCL_A_C","GOL, GOL"
10363,3VCN,['3VCN_A_C'],['GOL'],[1.0],1,1,Yes,3VCN_A_C,GOL
10364,3VCY,['3VCY_A_B'],['GOL'],[1.0],1,1,Yes,3VCY_A_B,GOL
10365,3VCZ,"['3VCZ_A_B', '3VCZ_A_C', '3VCZ_B_C']","['GOL', 'GOL', 'GOL']","[1.0, 1.0, 1.0]",3,3,Yes,"3VCZ_A_B, 3VCZ_A_C, 3VCZ_B_C","GOL, GOL, GOL"
10366,3VD3,['3VD3_A_B'],['DMS'],[1.0],1,1,Yes,3VD3_A_B,DMS
10367,3VD4,['3VD4_A_B'],['DMS'],[1.0],1,1,Yes,3VD4_A_B,DMS
10368,3VD5,['3VD5_A_B'],['DMS'],[1.0],1,1,Yes,3VD5_A_B,DMS
10369,3VD7,"['3VD7_A_D', '3VD7_B_C']","['DMS', 'DMS']","[1.0, 1.0]",2,2,Yes,"3VD7_A_D, 3VD7_B_C","DMS, DMS"
10370,3VD9,"['3VD9_A_B', '3VD9_A_D']","['DMS', 'DMS']","[1.0, 1.0]",2,2,Yes,"3VD9_A_B, 3VD9_A_D","DMS, DMS"
10371,3VDA,"['3VDA_A_B', '3VDA_A_D']","['DMS', 'DMS']","[1.0, 1.0]",2,2,Yes,"3VDA_A_B, 3VDA_A_D","DMS, DMS"
10372,3VDB,['3VDB_A_B'],['DMS'],[1.0],1,1,Yes,3VDB_A_B,DMS
10373,3VDC,"['3VDC_A_B', '3VDC_A_D']","['DMS', 'DMS']","[1.0, 1.0]",2,2,Yes,"3VDC_A_B, 3VDC_A_D","DMS, DMS"
10374,3VDD,"['3VDD_A_B', '3VDD_A_C', '3VDD_A_D']","['BT8', 'BT8', 'BT8']","[0.0, 0.0, 0.0]",3,3,No,"3VDD_A_B, 3VDD_A_C, 3VDD_A_D","BT8, BT8, BT8"
10375,3VDR,"['3VDR_A_B', '3VDR_A_D']","['AAE', 'AAE']","[0.0, 0.0]",2,2,No,"3VDR_A_B, 3VDR_A_D","AAE, AAE"
10376,3VE0,"['3VE0_A_J', '3VE0_I_J']","['NAG', 'NAG']","[1.0, 1.0]",2,2,Yes,"3VE0_A_J, 3VE0_I_J","NAG, NAG"
10377,3VE1,"['3VE1_A_B', '3VE1_B_C']","['GOL', 'GOL']","[1.0, 1.0]",2,2,Yes,"3VE1_A_B, 3VE1_B_C","GOL, GOL"
10378,3VE2,['3VE2_A_B'],['GOL'],[1.0],1,1,Yes,3VE2_A_B,GOL
10379,3VE7,"['3VE7_A_B', '3VE7_A_B']","['BMP', 'ACY']","[1.0, 1.0]",2,2,Yes,"3VE7_A_B, 3VE7_A_B","BMP, ACY"
10380,3VE9,['3VE9_A_B'],['GOL'],[1.0],1,1,Yes,3VE9_A_B,GOL
10381,3VEC,['3VEC_A_B'],['GOL'],[1.0],1,1,Yes,3VEC_A_B,GOL
10382,3VED,['3VED_A_B'],['GOL'],[1.0],1,1,Yes,3VED_A_B,GOL
10383,3VEH,['3VEH_C_D'],['GOL'],[1.0],1,1,Yes,3VEH_C_D,GOL
